interaction_id,guest_id,venue_id,interaction_date,interaction_type,category,note,captured_by
I-001873,G-104680,V-015,2025-03-24,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001874,G-101104,V-020,2025-05-10,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001875,G-101133,V-022,2024-10-26,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001876,G-103865,V-022,2025-06-01,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001877,G-104626,V-025,2024-03-30,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001878,G-104134,V-014,2026-02-02,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001879,G-104954,V-007,2025-08-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001880,G-101234,V-009,2026-01-07,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001881,G-101489,V-006,2026-01-30,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001882,G-101474,V-005,2025-09-10,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001883,G-101307,V-025,2024-06-29,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001884,G-104315,V-025,2024-11-01,Preference noted,Dietary,Allergic to truffle.,Chef
I-001885,G-101189,V-018,2024-08-14,Preference noted,Dietary,Allergic to truffle.,Chef
I-001886,G-100209,V-027,2025-11-20,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001887,G-103513,V-024,2025-04-01,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001888,G-104869,V-006,2025-01-26,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001889,G-100227,V-007,2025-01-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001890,G-100494,V-027,2024-03-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001891,G-104652,V-007,2024-03-14,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001892,G-101589,V-025,2025-12-08,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001893,G-103746,V-007,2024-12-04,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001894,G-100715,V-028,2024-12-15,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001895,G-101948,V-007,2026-04-04,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001896,G-103523,V-024,2025-05-20,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001897,G-102207,V-005,2024-04-29,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001898,G-101283,V-006,2025-10-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001899,G-101079,V-010,2025-03-10,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001900,G-103028,V-020,2024-12-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-001901,G-100597,V-022,2024-04-18,Preference noted,Dietary,Allergic to truffle.,Chef
I-001902,G-100299,V-002,2025-07-08,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001903,G-100398,V-002,2024-12-12,Preference noted,Dietary,Allergic to truffle.,Chef
I-001904,G-102428,V-020,2025-02-25,Preference noted,Dietary,Allergic to truffle.,Chef
I-001905,G-102244,V-023,2025-11-19,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001906,G-103653,V-025,2025-08-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001907,G-101513,V-021,2024-04-05,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001908,G-101390,V-024,2024-09-03,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001909,G-104217,V-001,2026-03-16,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001910,G-103221,V-023,2025-12-19,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001911,G-100037,V-025,2026-02-19,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001912,G-101166,V-021,2026-01-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001913,G-104105,V-007,2025-05-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001914,G-104728,V-008,2025-09-03,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001915,G-102896,V-002,2025-05-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-001916,G-101679,V-010,2025-02-27,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001917,G-103812,V-018,2025-04-04,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001918,G-100037,V-025,2024-07-08,Preference noted,Dietary,Allergic to truffle.,Chef
I-001919,G-104202,V-028,2024-09-21,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001920,G-100195,V-025,2025-05-12,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001921,G-102643,V-019,2024-10-29,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001922,G-103703,V-017,2026-03-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001923,G-100774,V-023,2024-11-12,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001924,G-101523,V-013,2025-03-17,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001925,G-104519,V-023,2024-06-24,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001926,G-101579,V-026,2025-03-17,Preference noted,Dietary,Allergic to truffle.,Chef
I-001927,G-103496,V-011,2024-06-12,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001928,G-104232,V-014,2025-08-25,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001929,G-101312,V-022,2025-12-02,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001930,G-101915,V-012,2025-10-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001931,G-103069,V-012,2026-03-10,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001932,G-103072,V-030,2024-08-04,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001933,G-101933,V-027,2025-06-23,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001934,G-101724,V-003,2025-12-01,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001935,G-104705,V-027,2025-08-10,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001936,G-102215,V-011,2025-04-30,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001937,G-101078,V-020,2024-05-30,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001938,G-101612,V-015,2026-03-30,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001939,G-101364,V-002,2025-08-30,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001940,G-101709,V-018,2025-06-28,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001941,G-104019,V-028,2024-08-25,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001942,G-103072,V-017,2024-08-18,Preference noted,Dietary,Allergic to truffle.,Chef
I-001943,G-104265,V-026,2024-08-07,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001944,G-100678,V-008,2025-09-26,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001945,G-101065,V-013,2024-03-04,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001946,G-100136,V-029,2025-12-25,Preference noted,Dietary,Allergic to truffle.,Chef
I-001947,G-103121,V-019,2024-04-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001948,G-103525,V-026,2024-05-12,Preference noted,Dietary,Allergic to truffle.,Chef
I-001949,G-103352,V-017,2025-06-09,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001950,G-101353,V-026,2025-12-24,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001951,G-101004,V-012,2025-07-12,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001952,G-100918,V-012,2026-03-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-001953,G-103163,V-028,2024-06-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001954,G-102122,V-028,2025-01-15,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001955,G-100160,V-013,2025-06-25,Preference noted,Dietary,Allergic to truffle.,Chef
I-001956,G-100111,V-014,2026-02-16,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001957,G-101192,V-001,2026-02-14,Preference noted,Dietary,Allergic to truffle.,Chef
I-001958,G-104787,V-026,2024-07-02,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001959,G-101934,V-010,2026-01-21,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001960,G-104966,V-011,2025-01-16,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001961,G-100903,V-025,2024-06-11,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001962,G-100263,V-027,2026-03-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001963,G-100110,V-004,2024-11-02,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001964,G-101725,V-028,2024-05-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001965,G-100131,V-011,2024-11-18,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001966,G-103499,V-002,2024-10-03,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001967,G-100807,V-021,2024-03-28,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001968,G-103090,V-026,2024-05-30,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001969,G-101934,V-022,2024-03-03,Preference noted,Dietary,Allergic to truffle.,Chef
I-001970,G-104509,V-001,2024-07-29,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001971,G-102638,V-001,2024-12-03,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001972,G-103198,V-017,2024-09-29,Preference noted,Dietary,Allergic to truffle.,Chef
I-001973,G-101489,V-024,2026-04-08,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001974,G-103585,V-017,2025-07-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001975,G-103309,V-002,2025-10-07,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001976,G-103105,V-001,2024-05-04,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001977,G-102588,V-016,2025-05-11,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001978,G-104134,V-024,2026-03-06,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001979,G-100502,V-026,2025-12-10,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001980,G-104470,V-007,2024-07-14,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001981,G-102985,V-028,2025-05-15,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001982,G-103863,V-020,2024-12-13,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001983,G-100875,V-020,2024-07-21,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001984,G-101441,V-005,2026-04-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001985,G-102653,V-007,2025-03-13,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001986,G-104199,V-003,2026-03-13,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001987,G-102015,V-015,2025-03-17,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001988,G-104989,V-022,2026-04-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001989,G-102650,V-025,2025-03-13,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001990,G-101101,V-002,2026-01-28,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001991,G-103927,V-017,2025-05-11,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001992,G-104277,V-018,2025-02-27,Preference noted,Dietary,Allergic to truffle.,Chef
I-001993,G-104496,V-011,2025-05-20,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001994,G-101351,V-018,2025-11-19,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001995,G-101329,V-011,2025-10-04,Preference noted,Dietary,Allergic to truffle.,Chef
I-001996,G-103430,V-007,2024-12-03,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001997,G-100371,V-013,2025-06-21,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001998,G-104030,V-009,2024-08-24,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001999,G-104665,V-019,2025-09-13,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002000,G-101930,V-005,2026-02-07,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002001,G-100722,V-017,2025-07-05,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002002,G-103892,V-010,2024-06-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002003,G-103189,V-014,2025-02-13,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002004,G-101360,V-013,2024-07-28,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002005,G-103989,V-004,2024-03-27,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-002006,G-103211,V-024,2025-07-19,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002007,G-101841,V-015,2026-03-22,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002008,G-104615,V-006,2024-10-24,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002009,G-103141,V-002,2025-08-13,Preference noted,Dietary,Allergic to truffle.,Chef
I-002010,G-103129,V-020,2024-02-29,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002011,G-103322,V-012,2026-01-17,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002012,G-104402,V-021,2026-02-10,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-002013,G-100292,V-008,2025-02-14,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-002014,G-101876,V-021,2025-10-18,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-002015,G-101152,V-007,2026-03-19,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002016,G-104644,V-010,2024-10-11,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002017,G-100108,V-009,2024-12-29,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-002018,G-104165,V-026,2025-05-09,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-002019,G-102763,V-011,2024-06-30,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-002020,G-102641,V-001,2025-02-04,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-002021,G-100086,V-025,2025-07-25,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
